"subject","type","answer"
"1428442385","t-A1-ada-dat-sbj","1"
"1428442385","filler","7"
"1428442385","t-C1-mar-nom-sbj","1"
"1428442385","t-A1-pet-dat-obj","4"
"1428442385","filler","7"
"1428442385","t-A2-jul-ext-obj","4"
"1428442385","filler","7"
"1428442385","t-C1-pet-dat-obj","5"
"1428442385","t-C1-ada-dat-obj","5"
"1428442385","filler","7"
"1428442385","t-C2-pet-ext-sbj","4"
"1428442385","filler","7"
"1428449599","practice","7"
"1428449599","practice","6"
"1428449599","practice","3"
"1428449599","t-A1-pet-nom-obj","7"
"1428449599","t-A1-ada-dat-sbj","3"
"1428449599","filler","5"
"1428449599","t-A1-ada-dat-obj","4"
"1428449599","t-A1-jul-nom-sbj","4"
"1428449599","filler","1"
"1428449599","t-A1-pet-nom-sbj","4"
"1428449599","filler","3"
"1428449599","t-A1-ada-nom-sbj","3"
"1428449599","t-A1-jul-nom-obj","6"
"1428449599","filler","7"
"1428449599","t-B2-jul-ext-sbj","4"
"1428449599","filler","7"
"1428449599","t-B1-pet-nom-obj","6"
"1428449599","t-B1-ada-nom-sbj","4"
"1428449599","filler","4"
"1428449599","t-B1-mar-nom-sbj","3"
"1428449599","t-A1-jul-dat-sbj","3"
"1428449599","filler","4"
"1428449599","t-A1-pet-dat-sbj","4"
"1428449599","filler","7"
"1428449599","t-B1-mar-nom-obj","7"
"1428449599","t-A2-ada-ext-obj","6"
"1428449599","filler","7"
"1428449599","t-A2-jul-ext-obj","4"
"1428449599","filler","7"
"1428449599","t-B2-ada-ext-obj","7"
"1428449599","t-B2-ada-ext-sbj","4"
"1428449599","filler","7"
"1428449599","t-A1-ada-nom-obj","7"
"1428449599","t-B2-jul-ext-obj","6"
"1428449599","filler","7"
"1428449599","t-A1-pet-dat-obj","5"
"1428449599","filler","7"
"1428449599","t-A1-mar-nom-sbj","5"
"1428449599","t-A1-mar-dat-obj","7"
"1428449599","filler","4"
"1428449599","t-A2-jul-ext-sbj","4"
"1428449599","filler","7"
"1428449599","t-B2-mar-ext-obj","6"
"1428449599","t-A2-pet-ext-sbj","4"
"1428449599","filler","7"
"1428449599","t-B1-jul-nom-obj","7"
"1428449599","t-A2-mar-ext-sbj","4"
"1428449599","filler","6"
"1428449599","t-A1-mar-dat-sbj","4"
"1428449599","filler","7"
"1428449599","t-B1-pet-nom-sbj","4"
"1428449599","t-B2-pet-ext-sbj","4"
"1428449599","filler","7"
"1428449599","t-B1-ada-nom-obj","7"
"1428449599","filler","4"
"1428449599","t-A1-jul-dat-obj","4"
"1428449599","t-B2-pet-ext-obj","7"
"1428449599","filler","7"
"1428449599","t-B1-jul-dat-obj","7"
"1428449599","t-B1-mar-dat-sbj","4"
"1428449599","filler","7"
"1428449599","t-B1-pet-dat-obj","6"
"1428449599","filler","7"
"1428449599","t-B1-jul-dat-sbj","4"
"1428449599","t-B1-jul-nom-sbj","4"
"1428449599","filler","7"
"1428449599","t-B1-ada-dat-obj","7"
"1428449599","filler","3"
"1428449599","t-B2-mar-ext-sbj","4"
"1428449599","t-B1-ada-dat-sbj","4"
"1428449599","filler","7"
"1428449599","t-A2-pet-ext-obj","5"
"1428449599","t-B1-mar-dat-obj","6"
"1428449599","filler","7"
"1428449599","t-A2-ada-ext-sbj","4"
"1428449599","filler","7"
"1428449599","t-A2-mar-ext-obj","4"
"1428449599","t-B1-pet-dat-sbj","3"
"1428449599","filler","3"
"1428449599","t-A1-mar-nom-obj","7"
"1428449599","filler","3"
"1428451297","practice","7"
"1428451297","practice","7"
"1428451297","practice","1"
"1428451297","t-A1-ada-dat-sbj","7"
"1428451297","filler","7"
"1428451297","t-C1-pet-dat-sbj","1"
"1428451297","t-A2-mar-ext-sbj","1"
"1428451297","filler","5"
"1428451297","t-C2-mar-ext-sbj","1"
"1428451297","filler","1"
"1428451297","t-C1-ada-dat-sbj","5"
"1428451297","t-A1-jul-dat-sbj","1"
"1428451297","filler","5"
"1428451297","t-C1-jul-dat-obj","4"
"1428451297","filler","7"
"1428451297","t-A1-pet-dat-obj","3"
"1428451297","t-A1-ada-dat-obj","1"
"1428451297","filler","6"
"1428451297","t-A1-jul-nom-sbj","1"
"1428451297","t-C1-mar-nom-obj","7"
"1428451297","filler","4"
"1428451297","t-C1-mar-dat-obj","1"
"1428451297","filler","1"
"1428451297","t-C1-pet-nom-obj","7"
"1428451297","t-A1-mar-nom-obj","7"
"1428451297","filler","1"
"1428451297","t-A2-pet-ext-sbj","1"
"1428451297","filler","7"
"1428451297","t-A1-jul-dat-obj","1"
"1428451297","t-C2-mar-ext-obj","1"
"1428451297","filler","1"
"1428451297","t-A2-jul-ext-obj","3"
"1428451297","t-C1-jul-nom-obj","7"
"1428451297","filler","7"
"1428451297","t-C2-ada-ext-sbj","4"
"1428451297","filler","7"
"1428451297","t-A1-ada-nom-sbj","1"
"1428451297","t-A1-pet-dat-sbj","1"
"1428451297","filler","7"
"1428451297","t-C1-pet-dat-obj","7"
"1428451297","filler","4"
"1428451297","t-C1-ada-dat-obj","1"
"1428451297","t-A2-mar-ext-obj","4"
"1428451297","filler","1"
"1428451297","t-C1-pet-nom-sbj","1"
"1428451297","t-A2-ada-ext-sbj","1"
"1428451297","filler","1"
"1428451297","t-C2-jul-ext-sbj","1"
"1428451297","filler","7"
"1428451297","t-C2-pet-ext-obj","7"
"1428451297","t-C2-jul-ext-obj","4"
"1428451297","filler","1"
"1428451297","t-A2-jul-ext-sbj","1"
"1428451297","filler","7"
"1428451297","t-A1-ada-nom-obj","7"
"1428451297","t-A1-pet-nom-obj","7"
"1428451297","filler","7"
"1428451297","t-C2-pet-ext-sbj","1"
"1428451297","t-A1-mar-dat-sbj","4"
"1428451297","filler","7"
"1428451297","t-C1-ada-nom-obj","7"
"1428451297","filler","7"
"1428451297","t-C1-mar-nom-sbj","1"
"1428451297","t-A1-mar-dat-obj","4"
"1428451297","filler","7"
"1428451297","t-C1-jul-nom-sbj","1"
"1428451297","filler","7"
"1428451297","t-A1-jul-nom-obj","7"
"1428451297","t-A2-ada-ext-obj","4"
"1428451297","filler","7"
"1428451297","t-A1-mar-nom-sbj","1"
"1428451297","t-C1-jul-dat-sbj","1"
"1428451297","filler","1"
"1428451297","t-C2-ada-ext-obj","1"
"1428451297","filler","7"
"1428451297","t-C1-ada-nom-sbj","1"
"1428451297","t-C1-mar-dat-sbj","1"
"1428451297","filler","7"
"1428451297","t-A2-pet-ext-obj","7"
"1428451297","filler","7"
"1428451297","t-A1-pet-nom-sbj","1"
"1428467007","practice","4"
"1428467007","practice","3"
"1428467007","practice","1"
"1428467007","t-C3-mar-ext-obj","6"
"1428467007","t-A1-mar-dat-sbj","1"
"1428467007","filler","1"
"1428467007","t-C3-ada-ext-obj","6"
"1428467007","filler","7"
"1428467007","t-A3-pet-fin-sbj","1"
"1428467007","filler","1"
"1428467007","t-A3-jul-fin-obj","6"
"1428467007","t-C3-mar-ext-sbj","1"
"1428467007","filler","7"
"1428467007","t-A2-ada-ext-obj","1"
"1428467007","filler","6"
"1428467007","t-A3-ada-fin-sbj","1"
"1428467007","filler","6"
"1428467007","t-A1-ada-dat-sbj","1"
"1428467007","t-C2-mar-ext-sbj","1"
"1428467007","filler","7"
"1428467007","t-A2-pet-ext-obj","2"
"1428467007","filler","7"
"1428467007","t-C2-mar-ext-obj","5"
"1428467007","filler","6"
"1428467007","t-A3-pet-fin-obj","2"
"1428467007","t-A2-mar-ext-obj","5"
"1428467007","filler","7"
"1428467007","t-A2-jul-ext-sbj","1"
"1428467007","filler","7"
"1428467007","t-A1-jul-dat-obj","5"
"1428467007","filler","1"
"1428467007","t-A2-mar-ext-sbj","1"
"1428467007","t-A3-ada-fin-obj","2"
"1428467007","filler","7"
"1428467007","t-A3-jul-fin-sbj","1"
"1428467007","filler","1"
"1428467007","t-A1-pet-dat-sbj","1"
"1428467007","filler","1"
"1428467007","t-C2-jul-ext-obj","6"
"1428467007","t-C3-pet-ext-obj","1"
"1428467007","filler","7"
"1428467007","t-C3-jul-ext-obj","2"
"1428467007","filler","7"
"1428467007","t-C3-pet-ext-sbj","1"
"1428467007","filler","7"
"1428467007","t-C2-pet-ext-obj","6"
"1428467007","t-A1-mar-dat-obj","4"
"1428467007","filler","7"
"1428467007","t-A1-pet-dat-obj","5"
"1428467007","filler","7"
"1428467007","t-A2-jul-ext-obj","1"
"1428467007","filler","7"
"1428467007","t-C2-pet-ext-sbj","1"
"1428467007","t-C3-jul-ext-sbj","1"
"1428467007","filler","1"
"1428467007","t-A1-jul-dat-sbj","1"
"1428467007","filler","1"
"1428467007","t-A2-ada-ext-sbj","1"
"1428467007","filler","7"
"1428467007","t-C2-jul-ext-sbj","1"
"1428467007","t-A2-pet-ext-sbj","1"
"1428467007","filler","7"
"1428467007","t-A3-mar-fin-obj","6"
"1428467007","filler","1"
"1428467007","t-C3-ada-ext-sbj","1"
"1428467007","filler","7"
"1428467007","t-A3-mar-fin-sbj","1"
"1428467007","t-C2-ada-ext-obj","6"
"1428467007","filler","7"
"1428467007","t-C2-ada-ext-sbj","1"
"1428467007","filler","1"
"1428467007","t-A1-ada-dat-obj","6"
"1428467007","filler","7"
"1428468648","practice","7"
"1428468648","practice","7"
"1428468648","practice","1"
"1428468648","t-A2-mar-ext-obj","7"
"1428468648","t-A1-jul-nom-sbj","7"
"1428468648","filler","1"
"1428468648","t-B2-ada-ext-obj","7"
"1428468648","t-B2-mar-ext-sbj","6"
"1428468648","filler","1"
"1428468648","t-B1-jul-dat-sbj","7"
"1428468648","filler","1"
"1428468648","t-B2-jul-ext-sbj","7"
"1428468648","t-A1-ada-nom-obj","7"
"1428468648","filler","7"
"1428468648","t-B1-mar-dat-sbj","5"
"1428468648","filler","7"
"1428468648","t-B1-pet-dat-obj","7"
"1428468648","t-A1-pet-dat-obj","3"
"1428468648","filler","7"
"1428468648","t-A2-pet-ext-obj","4"
"1428468648","t-A2-ada-ext-sbj","3"
"1428468648","filler","7"
"1428468648","t-A1-mar-dat-sbj","2"
"1428468648","filler","7"
"1428468648","t-A1-ada-dat-sbj","3"
"1428468648","t-A2-pet-ext-sbj","3"
"1428468648","filler","7"
"1428468648","t-B1-mar-nom-obj","7"
"1428468648","filler","1"
"1428468648","t-B2-ada-ext-sbj","4"
"1428468648","t-B1-pet-nom-obj","7"
"1428468648","filler","7"
"1428468648","t-A1-jul-nom-obj","7"
"1428468648","t-A1-mar-nom-sbj","1"
"1428468648","filler","7"
"1428468648","t-B1-jul-dat-obj","7"
"1428468648","filler","7"
"1428468648","t-A2-jul-ext-sbj","3"
"1428468648","t-B1-ada-dat-sbj","2"
"1428468648","filler","1"
"1428468648","t-A2-ada-ext-obj","6"
"1428468648","filler","1"
"1428468648","t-A1-mar-nom-obj","7"
"1428468648","t-A2-jul-ext-obj","6"
"1428468648","filler","7"
"1428468648","t-B2-jul-ext-obj","7"
"1428468648","t-B1-jul-nom-sbj","1"
"1428468648","filler","1"
"1428468648","t-A1-pet-nom-obj","7"
"1428468648","filler","7"
"1428468648","t-A1-ada-nom-sbj","2"
"1428468648","t-B1-jul-nom-obj","7"
"1428468648","filler","7"
"1428468648","t-A1-pet-nom-sbj","2"
"1428468648","filler","1"
"1428468648","t-A1-jul-dat-obj","7"
"1428468648","t-A1-ada-dat-obj","7"
"1428468648","filler","1"
"1428468648","t-B1-mar-dat-obj","7"
"1428468648","t-A1-jul-dat-sbj","6"
"1428468648","filler","7"
"1428468648","t-B1-pet-dat-sbj","7"
"1428468648","filler","7"
"1428468648","t-B2-pet-ext-sbj","6"
"1428468648","t-B1-ada-dat-obj","7"
"1428468648","filler","7"
"1428468648","t-A1-mar-dat-obj","7"
"1428468648","filler","7"
"1428468648","t-B1-ada-nom-obj","7"
"1428468648","t-B1-ada-nom-sbj","2"
"1428468648","filler","7"
"1428468648","t-A1-pet-dat-sbj","3"
"1428468648","t-B2-pet-ext-obj","7"
"1428468648","filler","7"
"1428468648","t-B2-mar-ext-obj","7"
"1428468648","filler","7"
"1428468648","t-B1-pet-nom-sbj","2"
"1428468648","t-A2-mar-ext-sbj","6"
"1428468648","filler","7"
"1428468648","t-B1-mar-nom-sbj","3"
"1428468648","filler","7"
"1428471893","practice","3"
"1428471893","practice","7"
"1428471893","practice","1"
"1428471893","t-A2-mar-ext-obj","7"
"1428471893","filler","7"
"1428471893","t-C1-jul-dat-obj","4"
"1428471893","t-C2-jul-ext-obj","7"
"1428471893","filler","7"
"1428471893","t-C1-pet-nom-obj","7"
"1428471893","filler","1"
"1428471893","t-A2-ada-ext-sbj","1"
"1428471893","t-C1-mar-nom-sbj","1"
"1428471893","filler","7"
"1428471893","t-A1-mar-nom-sbj","1"
"1428471893","filler","7"
"1428471893","t-A1-ada-nom-sbj","1"
"1428471893","t-A1-jul-dat-sbj","1"
"1428471893","filler","7"
"1428471893","t-C1-jul-nom-obj","7"
"1428471893","t-C1-pet-dat-obj","2"
"1428471893","filler","4"
"1428471893","t-C1-mar-dat-sbj","1"
"1428471893","filler","7"
"1428471893","t-C2-ada-ext-obj","3"
"1428471893","t-A1-pet-nom-sbj","1"
"1428471893","filler","7"
"1428471893","t-C2-ada-ext-sbj","1"
"1428471893","filler","1"
"1428471893","t-C1-jul-dat-sbj","1"
"1428471893","t-A1-jul-dat-obj","7"
"1428471893","filler","1"
"1428471893","t-A1-ada-dat-obj","7"
"1428471893","t-C1-mar-nom-obj","7"
"1428471893","filler","1"
"1428471893","t-A2-jul-ext-obj","1"
"1428471893","filler","7"
"1428471893","t-A2-ada-ext-obj","2"
"1428471893","t-A1-pet-dat-obj","7"
"1428471893","filler","1"
"1428471893","t-C1-pet-dat-sbj","1"
"1428471893","filler","7"
"1428471893","t-C2-jul-ext-sbj","1"
"1428471893","t-C1-mar-dat-obj","1"
"1428471893","filler","7"
"1428471893","t-A2-jul-ext-sbj","1"
"1428471893","t-A1-mar-nom-obj","7"
"1428471893","filler","7"
"1428471893","t-C1-ada-nom-obj","7"
"1428471893","filler","7"
"1428471893","t-C1-ada-dat-obj","7"
"1428471893","t-A1-pet-nom-obj","7"
"1428471893","filler","7"
"1428471893","t-A1-jul-nom-obj","7"
"1428471893","filler","1"
"1428471893","t-A1-mar-dat-obj","7"
"1428471893","t-A1-jul-nom-sbj","1"
"1428471893","filler","7"
"1428471893","t-C1-ada-nom-sbj","1"
"1428471893","t-C2-pet-ext-sbj","1"
"1428471893","filler","7"
"1428471893","t-A2-pet-ext-sbj","1"
"1428471893","filler","7"
"1428471893","t-C2-pet-ext-obj","7"
"1428471893","t-A1-mar-dat-sbj","1"
"1428471893","filler","1"
"1428471893","t-A1-pet-dat-sbj","1"
"1428471893","filler","7"
"1428471893","t-A1-ada-nom-obj","7"
"1428471893","t-A2-pet-ext-obj","4"
"1428471893","filler","1"
"1428471893","t-A1-ada-dat-sbj","1"
"1428471893","t-C1-jul-nom-sbj","1"
"1428471893","filler","7"
"1428471893","t-A2-mar-ext-sbj","1"
"1428471893","filler","7"
"1428471893","t-C1-pet-nom-sbj","1"
"1428471893","t-C1-ada-dat-sbj","1"
"1428471893","filler","1"
"1428471893","t-C2-mar-ext-obj","7"
"1428471893","filler","7"
"1428471893","t-C2-mar-ext-sbj","1"
"1428473666","practice","7"
"1428473666","practice","7"
"1428473666","practice","1"
"1428473666","t-C2-mar-ext-sbj","4"
"1428473666","t-C3-pet-ext-sbj","5"
"1428473666","filler","7"
"1428473666","t-A2-ada-ext-obj","6"
"1428473666","filler","1"
"1428473666","t-A2-ada-ext-sbj","6"
"1428473666","filler","3"
"1428473666","t-A1-mar-dat-obj","3"
"1428473666","t-A3-jul-fin-obj","6"
"1428473666","filler","7"
"1428473666","t-A3-jul-fin-sbj","5"
"1428473666","filler","7"
"1428473666","t-A1-mar-dat-sbj","6"
"1428473666","filler","6"
"1428473666","t-A1-pet-dat-sbj","2"
"1428473666","t-C2-pet-ext-sbj","5"
"1428473666","filler","1"
"1428473666","t-A2-mar-ext-sbj","6"
"1428473666","filler","7"
"1428473666","t-C3-mar-ext-obj","4"
"1428473666","filler","7"
"1428473666","t-C2-mar-ext-obj","6"
"1428473666","t-A2-jul-ext-sbj","6"
"1428473666","filler","5"
"1428473666","t-A1-jul-dat-obj","6"
"1428473666","filler","2"
"1428473666","t-C3-pet-ext-obj","2"
"1428473666","filler","1"
"1428473666","t-C2-jul-ext-sbj","5"
"1428473666","t-C2-ada-ext-sbj","4"
"1428473666","filler","7"
"1428473666","t-A1-pet-dat-obj","5"
"1428473666","filler","7"
"1428473666","t-A1-jul-dat-sbj","5"
"1428473666","filler","1"
"1428473666","t-C3-jul-ext-sbj","4"
"1428473666","t-A3-pet-fin-sbj","4"
"1428473666","filler","7"
"1428473666","t-A2-mar-ext-obj","7"
"1428473666","filler","7"
"1428473666","t-C3-ada-ext-sbj","6"
"1428473666","filler","7"
"1428473666","t-A2-jul-ext-obj","6"
"1428473666","t-A3-ada-fin-sbj","5"
"1428473666","filler","3"
"1428473666","t-C3-mar-ext-sbj","6"
"1428473666","filler","5"
"1428473666","t-A2-pet-ext-obj","2"
"1428473666","filler","7"
"1428473666","t-C3-jul-ext-obj","6"
"1428473666","t-A1-ada-dat-obj","4"
"1428473666","filler","5"
"1428473666","t-C2-ada-ext-obj","4"
"1428473666","filler","1"
"1428473666","t-A1-ada-dat-sbj","3"
"1428473666","filler","2"
"1428473666","t-A3-ada-fin-obj","4"
"1428473666","t-C2-jul-ext-obj","5"
"1428473666","filler","7"
"1428473666","t-C3-ada-ext-obj","7"
"1428473666","filler","6"
"1428473666","t-A3-pet-fin-obj","6"
"1428473666","filler","7"
"1428473666","t-A3-mar-fin-sbj","3"
"1428473666","t-A2-pet-ext-sbj","5"
"1428473666","filler","7"
"1428473666","t-A3-mar-fin-obj","7"
"1428473666","filler","1"
"1428473666","t-C2-pet-ext-obj","5"
"1428473666","filler","7"
"1428477388","practice","7"
"1428477388","practice","6"
"1428477388","practice","1"
"1428477388","t-A2-pet-ext-obj","2"
"1428477388","filler","3"
"1428477388","t-B1-jul-dat-sbj","5"
"1428477388","t-A2-mar-ext-sbj","3"
"1428477388","filler","7"
"1428477388","t-B1-mar-dat-obj","7"
"1428477388","filler","6"
"1428477388","t-A1-ada-dat-obj","2"
"1428477388","t-B2-pet-ext-sbj","2"
"1428477388","filler","3"
"1428477388","t-A2-jul-ext-obj","3"
"1428477388","filler","7"
"1428477388","t-B1-ada-nom-sbj","2"
"1428477388","t-A1-mar-nom-obj","5"
"1428477388","filler","7"
"1428477388","t-A2-jul-ext-sbj","5"
"1428477388","t-B1-mar-nom-obj","7"
"1428477388","filler","6"
"1428477388","t-A2-ada-ext-obj","5"
"1428477388","filler","1"
"1428477388","t-A1-mar-dat-sbj","5"
"1428477388","t-A2-mar-ext-obj","6"
"1428477388","filler","1"
"1428477388","t-B1-pet-nom-sbj","1"
"1428477388","filler","7"
"1428477388","t-B2-mar-ext-sbj","7"
"1428477388","t-A1-mar-nom-sbj","1"
"1428477388","filler","1"
"1428477388","t-A1-pet-dat-sbj","6"
"1428477388","t-A2-ada-ext-sbj","5"
"1428477388","filler","7"
"1428477388","t-A1-jul-dat-sbj","7"
"1428477388","filler","7"
"1428477388","t-A1-jul-nom-sbj","4"
"1428477388","t-A1-pet-nom-sbj","1"
"1428477388","filler","7"
"1428477388","t-B2-ada-ext-sbj","7"
"1428477388","filler","1"
"1428477388","t-B2-jul-ext-obj","7"
"1428477388","t-A1-ada-dat-sbj","7"
"1428477388","filler","1"
"1428477388","t-B2-mar-ext-obj","7"
"1428477388","t-B1-pet-dat-sbj","7"
"1428477388","filler","7"
"1428477388","t-B1-jul-nom-obj","7"
"1428477388","filler","7"
"1428477388","t-B1-ada-nom-obj","7"
"1428477388","t-B1-mar-dat-sbj","7"
"1428477388","filler","7"
"1428477388","t-B2-ada-ext-obj","7"
"1428477388","filler","7"
"1428477388","t-B1-mar-nom-sbj","1"
"1428477388","t-A1-pet-nom-obj","7"
"1428477388","filler","7"
"1428477388","t-A1-pet-dat-obj","6"
"1428477388","t-B2-pet-ext-obj","7"
"1428477388","filler","1"
"1428477388","t-A2-pet-ext-sbj","5"
"1428477388","filler","1"
"1428477388","t-A1-ada-nom-sbj","1"
"1428477388","t-B1-ada-dat-obj","7"
"1428477388","filler","7"
"1428477388","t-A1-ada-nom-obj","7"
"1428477388","filler","7"
"1428477388","t-A1-jul-nom-obj","7"
"1428477388","t-A1-jul-dat-obj","7"
"1428477388","filler","7"
"1428477388","t-B1-pet-nom-obj","7"
"1428477388","t-B2-jul-ext-sbj","7"
"1428477388","filler","7"
"1428477388","t-B1-pet-dat-obj","7"
"1428477388","filler","1"
"1428477388","t-B1-jul-nom-sbj","3"
"1428477388","t-B1-ada-dat-sbj","5"
"1428477388","filler","7"
"1428477388","t-B1-jul-dat-obj","7"
"1428477388","filler","1"
"1428477388","t-A1-mar-dat-obj","5"
"1428477916","practice","7"
"1428477916","practice","7"
"1428477916","practice","1"
"1428477916","t-A1-pet-nom-sbj","1"
"1428477916","filler","1"
"1428477916","t-A2-jul-ext-obj","4"
"1428477916","t-C2-mar-ext-sbj","1"
"1428477916","filler","7"
"1428477916","t-C1-jul-dat-sbj","2"
"1428477916","filler","7"
"1428477916","t-C2-pet-ext-sbj","1"
"1428477916","t-C1-ada-dat-obj","3"
"1428477916","filler","7"
"1428477916","t-A1-pet-nom-obj","7"
"1428477916","filler","7"
"1428477916","t-A1-pet-dat-sbj","1"
"1428477916","t-A1-ada-nom-obj","6"
"1428477916","filler","7"
"1428477916","t-A2-mar-ext-sbj","1"
"1428477916","t-C1-mar-nom-obj","7"
"1428477916","filler","7"
"1428477916","t-A1-mar-nom-sbj","1"
"1428477916","filler","1"
"1428477916","t-C1-pet-nom-obj","7"
"1428477916","t-C1-jul-nom-sbj","1"
"1428477916","filler","1"
"1428477916","t-A1-jul-dat-sbj","1"
"1428477916","filler","7"
"1428477916","t-C1-pet-dat-sbj","1"
"1428477916","t-C1-ada-nom-sbj","1"
"1428477916","filler","1"
"1428477916","t-C1-mar-dat-obj","7"
"1428477916","t-A1-ada-dat-sbj","3"
"1428477916","filler","7"
"1428477916","t-A2-pet-ext-obj","6"
"1428477916","filler","1"
"1428477916","t-C1-pet-nom-sbj","1"
"1428477916","t-C1-ada-nom-obj","6"
"1428477916","filler","7"
"1428477916","t-A2-jul-ext-sbj","1"
"1428477916","filler","1"
"1428477916","t-A1-jul-nom-obj","7"
"1428477916","t-C2-ada-ext-obj","6"
"1428477916","filler","7"
"1428477916","t-C1-jul-dat-obj","7"
"1428477916","t-C1-pet-dat-obj","7"
"1428477916","filler","7"
"1428477916","t-C2-mar-ext-obj","6"
"1428477916","filler","1"
"1428477916","t-C1-mar-nom-sbj","1"
"1428477916","t-C1-ada-dat-sbj","2"
"1428477916","filler","7"
"1428477916","t-A2-mar-ext-obj","7"
"1428477916","filler","1"
"1428477916","t-C1-jul-nom-obj","7"
"1428477916","t-A1-pet-dat-obj","7"
"1428477916","filler","7"
"1428477916","t-A1-jul-dat-obj","7"
"1428477916","t-A2-ada-ext-sbj","2"
"1428477916","filler","7"
"1428477916","t-C2-jul-ext-obj","7"
"1428477916","filler","7"
"1428477916","t-A1-jul-nom-sbj","1"
"1428477916","t-A1-ada-nom-sbj","2"
"1428477916","filler","7"
"1428477916","t-C1-mar-dat-sbj","3"
"1428477916","filler","7"
"1428477916","t-A1-ada-dat-obj","4"
"1428477916","t-A1-mar-dat-obj","4"
"1428477916","filler","7"
"1428477916","t-C2-pet-ext-obj","6"
"1428477916","t-A1-mar-dat-sbj","3"
"1428477916","filler","7"
"1428477916","t-C2-jul-ext-sbj","2"
"1428477916","filler","1"
"1428477916","t-C2-ada-ext-sbj","1"
"1428477916","t-A2-pet-ext-sbj","1"
"1428477916","filler","7"
"1428477916","t-A1-mar-nom-obj","7"
"1428477916","filler","2"
"1428477916","t-A2-ada-ext-obj","4"
"1428480524","practice","5"
"1428480524","practice","6"
"1428480524","practice","2"
"1428480524","t-A1-mar-dat-sbj","1"
"1428480524","t-A1-mar-dat-obj","7"
"1428480524","filler","2"
"1428480524","t-C2-jul-ext-obj","3"
"1428480524","filler","5"
"1428480524","t-C2-pet-ext-sbj","1"
"1428480524","filler","7"
"1428480524","t-A2-pet-ext-obj","7"
"1428480524","t-C3-mar-ext-sbj","1"
"1428480524","filler","7"
"1428480524","t-A1-pet-dat-obj","7"
"1428480524","filler","1"
"1428480524","t-C2-mar-ext-sbj","2"
"1428480524","filler","7"
"1428480524","t-A3-ada-fin-obj","7"
"1428480524","t-A1-jul-dat-sbj","1"
"1428480524","filler","2"
"1428480524","t-C3-jul-ext-obj","7"
"1428480524","filler","1"
"1428480524","t-A3-jul-fin-sbj","2"
"1428480524","filler","1"
"1428480524","t-C3-ada-ext-obj","7"
"1428480524","t-C3-jul-ext-sbj","1"
"1428480524","filler","7"
"1428480524","t-A3-pet-fin-obj","7"
"1428480524","filler","7"
"1428480524","t-C3-ada-ext-sbj","1"
"1428480524","filler","1"
"1428480524","t-C3-mar-ext-obj","7"
"1428480524","t-A3-ada-fin-sbj","7"
"1428480524","filler","7"
"1428480524","t-A2-jul-ext-sbj","1"
"1428480524","filler","7"
"1428480524","t-A1-jul-dat-obj","7"
"1428480524","filler","7"
"1428480524","t-A1-ada-dat-sbj","1"
"1428480524","t-A2-ada-ext-sbj","6"
"1428480524","filler","7"
"1428480524","t-C3-pet-ext-sbj","2"
"1428480524","filler","7"
"1428480524","t-A2-pet-ext-sbj","7"
"1428480524","filler","7"
"1428480524","t-C2-ada-ext-sbj","7"
"1428480524","t-A2-mar-ext-obj","7"
"1428480524","filler","7"
"1428480524","t-A1-pet-dat-sbj","2"
"1428480524","filler","1"
"1428480524","t-A3-mar-fin-obj","7"
"1428480524","filler","7"
"1428480524","t-A3-mar-fin-sbj","7"
"1428480524","t-C2-pet-ext-obj","7"
"1428480524","filler","7"
"1428480524","t-A2-mar-ext-sbj","7"
"1428480524","filler","7"
"1428480524","t-A2-ada-ext-obj","7"
"1428480524","filler","7"
"1428480524","t-A1-ada-dat-obj","7"
"1428480524","t-C3-pet-ext-obj","7"
"1428480524","filler","7"
"1428480524","t-C2-mar-ext-obj","7"
"1428480524","filler","7"
"1428480524","t-C2-jul-ext-sbj","5"
"1428480524","filler","7"
"1428480524","t-C2-ada-ext-obj","7"
"1428480524","t-A3-jul-fin-obj","7"
"1428480524","filler","4"
"1428480524","t-A2-jul-ext-obj","7"
"1428480524","filler","7"
"1428480524","t-A3-pet-fin-sbj","4"
"1428480524","filler","7"
"1428480918","practice","7"
"1428480918","practice","7"
"1428480918","practice","1"
"1428480918","t-A2-pet-ext-sbj","1"
"1428480918","t-A3-ada-fin-obj","4"
"1428480918","filler","6"
"1428480918","t-C3-ada-ext-sbj","2"
"1428480918","filler","6"
"1428480918","t-A1-mar-dat-sbj","1"
"1428480918","filler","1"
"1428480918","t-C2-mar-ext-obj","6"
"1428480918","t-A2-mar-ext-obj","6"
"1428480918","filler","7"
"1428480918","t-C3-pet-ext-sbj","1"
"1428480918","filler","7"
"1428480918","t-A3-pet-fin-obj","4"
"1428480918","filler","1"
"1428480918","t-A2-ada-ext-sbj","1"
"1428480918","t-A3-jul-fin-sbj","1"
"1428480918","filler","1"
"1428480918","t-C2-pet-ext-obj","4"
"1428480918","filler","1"
"1428480918","t-C2-pet-ext-sbj","1"
"1428480918","filler","7"
"1428480918","t-A1-mar-dat-obj","6"
"1428480918","t-A2-jul-ext-sbj","1"
"1428480918","filler","7"
"1428480918","t-A3-mar-fin-sbj","4"
"1428480918","filler","7"
"1428480918","t-C2-mar-ext-sbj","1"
"1428480918","filler","7"
"1428480918","t-C3-ada-ext-obj","5"
"1428480918","t-C3-mar-ext-sbj","1"
